,Area,Occupational Title,Mean Wage,10th Percentile Wage,25th Percentile Wage,Median Wage,75th Percentile Wage,90th Percentile Wage,Rounded Employment
2400,Pima ,"Painters, Transportation Equipment",23.54,11.58,18.45,23.82,28.45,32.20, 80 
2401,Pima ,"Painting, Coating, and Decorating Workers",14.49,10.51,10.98,14.54,17.34,18.85, 60 
2402,Pima ,Photographic Process Workers and Processing Machine Operators,13.99,11.09,11.93,12.98,14.20,18.15, * 
2403,Pima ,"Molders, Shapers, and Casters, Except Metal and Plastic",16.91,10.50,10.60,14.40,19.12,29.40, 240 
2404,Pima ,Helpers--Production Workers,14.68,10.51,11.52,13.89,16.94,20.03, 200 
2405,Pima ,"Production Workers, All Other",24.15,13.32,18.71,26.79,29.70,31.46, 850 
2406,Pima ,Transportation and Material Moving Occupations,16.70,10.55,11.46,14.04,19.02,27.06," 17,330 "
2407,Pima ,"First-line supervisors of transportation and material moving workers, except aircraft cargo handling supervisors",26.86,15.75,19.16,24.06,35.02,40.42, 650 
2408,Pima ,"Airline Pilots, Copilots, and Flight Engineers",*,*,*,*,*,*, 80 
2409,Pima ,Commercial Pilots,*,*,*,*,*,*, 240 
2410,Pima ,Air Traffic Controllers,39.79,21.74,30.06,38.27,47.86,58.13, * 
2411,Pima ,Airfield Operations Specialists,20.80,10.97,11.65,25.00,28.53,30.35, * 
2412,Pima ,"Bus Drivers, Transit and Intercity",18.91,12.48,13.88,16.48,21.24,31.09, 100 
2413,Pima ,"Bus Drivers, School or Special Client",13.83,11.42,12.58,13.72,14.86,16.89, 990 
2414,Pima ,Driver/Sales Workers,12.47,10.50,10.50,10.51,13.21,17.53, 870 
2415,Pima ,Heavy and Tractor-Trailer Truck Drivers,22.18,14.57,18.50,22.33,27.17,30.09," 2,400 "
2416,Pima ,Light Truck or Delivery Services Drivers,17.25,10.57,11.55,14.90,19.18,30.02," 1,650 "
2417,Pima ,Taxi Drivers and Chauffeurs,13.38,10.51,11.53,13.11,14.65,16.73," 1,810 "
2418,Pima ,Parking Lot Attendants,13.03,10.51,10.82,11.58,14.25,18.36, 400 
2419,Pima ,Automotive and Watercraft Service Attendants,12.87,10.61,11.09,11.94,14.23,17.01, 270 
2420,Pima ,Transportation Inspectors,29.22,20.89,25.31,28.53,33.69,38.24, 40 
2421,Pima ,Excavating and Loading Machine and Dragline Operators,21.29,16.42,17.68,19.66,25.85,28.79, 150 
2422,Pima ,Industrial Truck and Tractor Operators,16.26,10.99,11.70,16.54,18.77,22.61," 1,300 "
2423,Pima ,Cleaners of Vehicles and Equipment,12.02,10.51,10.80,11.40,12.09,14.32," 1,300 "
2424,Pima ,"Laborers and Freight, Stock, and Material Movers, Hand",14.33,10.88,11.59,12.96,16.01,19.53," 3,140 "
2425,Pima ,"Packers and Packagers, Hand",12.28,10.50,10.51,11.23,12.17,15.65," 1,280 "
2426,Pinal ,Total all occupations,21.65,10.76,12.31,17.81,25.33,37.63," 63,740 "
2427,Pinal ,Management Occupations,48.73,24.01,31.98,44.36,59.12,77.35," 2,740 "
2428,Pinal ,Chief Executives,96.94,31.70,60.86,90.72,*,*, 70 
2429,Pinal ,General and Operations Managers,49.45,21.47,28.37,45.76,64.83,77.67, 760 
2430,Pinal ,Marketing Managers,49.18,41.13,43.14,46.49,49.88,62.18, * 
2431,Pinal ,Sales Managers,63.26,26.50,32.42,57.59,87.87,*, 130 
2432,Pinal ,Administrative Services Managers,45.62,25.74,35.36,45.45,57.16,65.58, 120 
2433,Pinal ,Computer and Information Systems Managers,59.48,34.13,41.06,57.05,72.48,80.95, 40 
2434,Pinal ,Financial Managers,49.37,32.44,35.50,40.56,60.73,77.97, 120 
2435,Pinal ,Industrial Production Managers,47.48,25.37,29.45,45.81,58.99,76.15, 170 
2436,Pinal ,Purchasing Managers,53.08,27.52,30.89,46.73,81.45,93.13, 30 
2437,Pinal ,"Transportation, Storage, and Distribution Managers",37.97,21.10,24.83,39.06,48.15,56.11, 50 
2438,Pinal ,Human Resources Managers,50.63,26.96,31.73,43.41,56.54,75.17, 50 
2439,Pinal ,Construction Managers,46.29,30.06,39.91,45.28,51.87,64.48, 220 
2440,Pinal ,"Education Administrators, Elementary and Secondary School",*,*,*,*,*,*, 200 
2441,Pinal ,"Education Administrators, Postsecondary",30.14,21.16,22.98,32.72,37.01,39.64, 30 
2442,Pinal ,Architectural and Engineering Managers,72.69,44.82,54.75,68.21,78.35,*, 40 
2443,Pinal ,Food Service Managers,26.63,15.57,20.15,24.99,30.51,38.84, 40 
2444,Pinal ,Medical and Health Services Managers,52.37,29.70,39.34,46.88,59.15,77.99, 140 
2445,Pinal ,Social and Community Service Managers,35.10,25.78,28.31,32.57,38.83,48.08, 60 
2446,Pinal ,"Managers, All Other",48.98,31.41,39.66,50.51,54.58,68.27, 180 
2447,Pinal ,Business and Financial Operations Occupations,31.54,17.79,21.90,28.58,38.44,48.31," 1,670 "
2448,Pinal ,Buyers and Purchasing Agents,27.60,17.96,21.68,27.43,31.63,37.64, 130 
2449,Pinal ,"Compliance Officers, Except Agriculture, Construction, Health and Safety, and Transportation",35.59,19.52,22.85,35.70,48.06,53.12, 330 
2450,Pinal ,Cost Estimators,28.46,19.34,21.15,24.18,36.64,45.15, 130 
2451,Pinal ,Human Resources Specialists,25.41,16.42,20.19,23.99,30.32,36.87, 150 
2452,Pinal ,Logisticians,35.94,21.92,25.15,33.71,46.18,56.29, 50 
2453,Pinal ,Management Analysts,28.81,19.08,21.42,25.64,35.82,46.19, 30 
2454,Pinal ,Training and Development Specialists,30.61,20.10,23.31,29.61,36.36,44.12, 120 
2455,Pinal ,Market Research Analysts and Marketing Specialists,28.33,16.19,18.81,26.97,35.57,45.42, 130 
2456,Pinal ,"Business Operations Specialists, All Other",33.22,23.01,27.28,32.30,39.32,46.12, 130 
2457,Pinal ,Accountants and Auditors,41.05,21.84,26.01,31.21,43.74,90.74, 190 
2458,Pinal ,Appraisers and Assessors of Real Estate,20.74,10.51,15.69,19.02,23.04,34.76, 50 
2459,Pinal ,Computer and Mathematical Occupations,36.48,18.28,25.45,33.63,46.73,59.63, 790 
2460,Pinal ,Computer Systems Analysts,40.77,26.61,30.85,39.64,47.55,60.35, 50 
2461,Pinal ,"Software Developers, Applications",45.30,28.70,33.90,41.14,56.07,68.77, * 
2462,Pinal ,Network and Computer Systems Administrators,39.08,21.71,26.95,35.64,48.30,61.50, 120 
2463,Pinal ,Computer User Support Specialists,23.35,14.15,17.90,23.28,27.87,31.96, 170 
2464,Pinal ,Computer Network Support Specialists,26.32,14.41,17.52,25.70,31.67,42.14, 50 
2465,Pinal ,"Computer Occupations, All Other",38.03,15.13,27.31,37.47,50.27,59.30, * 
2466,Pinal ,Architecture and Engineering Occupations,32.17,16.66,21.64,31.69,40.37,49.68, 710 
2467,Pinal ,Civil Engineers,35.46,25.82,29.49,35.07,41.05,46.97, 110 
2468,Pinal ,Industrial Engineers,43.74,31.63,34.20,38.50,54.37,61.08, 90 
2469,Pinal ,Architectural and Civil Drafters,23.28,17.47,19.85,22.29,25.63,32.07, * 
2470,Pinal ,"Engineering Technicians, Except Drafters, All Other",22.47,14.81,16.57,20.34,27.85,34.24, * 
2471,Pinal ,Surveying and Mapping Technicians,16.65,15.01,15.66,16.75,17.84,18.49, * 
2472,Pinal ,"Life, Physical, and Social Science Occupations",27.40,13.19,18.79,26.48,34.64,41.26, 530 
2473,Pinal ,"Environmental Scientists and Specialists, Including Health",34.37,24.84,32.50,35.12,37.74,39.31, 70 
2474,Pinal ,"Clinical, Counseling, and School Psychologists",35.13,22.32,27.22,33.84,44.11,50.10, 90 
2475,Pinal ,"Life, Physical, and Social Science Technicians, All Other",21.47,13.20,17.47,19.89,25.35,31.21, 40 
2476,Pinal ,Community and Social Services Occupations,21.80,13.20,16.25,21.31,25.63,31.04," 1,030 "
2477,Pinal ,"Educational, Guidance, School, and Vocational Counselors",26.05,14.97,20.49,23.96,29.78,35.54, 160 
2478,Pinal ,"Substance abuse, behavioral disorder, and mental health counselors",20.25,12.79,14.02,19.87,25.62,29.97, 210 
2479,Pinal ,"Child, Family, and School Social Workers",18.54,11.47,15.39,18.00,21.46,23.89, 110 
2480,Pinal ,Healthcare Social Workers,23.48,15.91,17.33,21.23,28.70,35.65, 30 
2481,Pinal ,"Social Workers, All Other",24.62,20.23,21.39,23.34,26.86,31.41, 30 
2482,Pinal ,Social and Human Service Assistants,16.73,12.57,13.91,16.12,18.27,22.86, 110 
2483,Pinal ,Community Health Workers,17.15,12.62,13.94,16.83,20.74,23.22, 40 
2484,Pinal ,Legal Occupations,40.51,19.40,24.07,37.55,49.71,66.07, 370 
2485,Pinal ,Lawyers,52.45,36.01,42.16,48.47,59.23,75.22, 130 
2486,Pinal ,"Judges, Magistrate Judges, and Magistrates",50.57,31.89,35.96,44.17,59.20,75.50, 80 
2487,Pinal ,Paralegals and Legal Assistants,22.42,16.74,18.91,21.64,24.25,29.91, 100 
2488,Pinal ,"Education, Training, and Library Occupations",22.13,11.16,13.68,20.89,26.54,32.20," 5,160 "
2489,Pinal ,"Vocational Education Teachers, Postsecondary",*,*,*,*,*,*, 160 
2490,Pinal ,"Preschool Teachers, Except Special Education",18.97,12.93,15.55,19.16,22.37,24.44, 30 
2491,Pinal ,"Kindergarten Teachers, Except Special Education",*,*,*,*,*,*, 130 
2492,Pinal ,"Elementary School Teachers, Except Special Education",*,*,*,*,*,*," 1,000 "
2493,Pinal ,"Middle School Teachers, Except Special and Career/Technical Educa",*,*,*,*,*,*, 500 
2494,Pinal ,"Secondary School Teachers, Except Special and Career/Technical Ed",*,*,*,*,*,*, 560 
2495,Pinal ,"Career/Technical Education Teachers, Secondary School",*,*,*,*,*,*, 90 
2496,Pinal ,"Special Education Teachers, Kindergarten and Elementary School",*,*,*,*,*,*, 220 
2497,Pinal ,"Special Education Teachers, Middle School",*,*,*,*,*,*, 70 
2498,Pinal ,"Special Education Teachers, Secondary School",*,*,*,*,*,*, 40 
2499,Pinal ,Adult Basic and Secondary Education and Literacy Teachers and Ins,23.51,19.81,20.94,22.83,24.81,30.48, * 
2500,Pinal ,"Teachers and Instructors, All Other, Except Substitute Teachers",*,*,*,*,*,*, * 
2501,Pinal ,Substitute Teachers,16.32,10.87,11.40,12.29,14.55,17.34, 330 
2502,Pinal ,Librarians,22.33,11.57,14.53,22.19,28.59,33.67, 70 
2503,Pinal ,Library Technicians,15.60,12.01,13.23,14.98,17.63,20.37, 50 
2504,Pinal ,Instructional Coordinators,29.40,18.19,23.05,29.39,36.13,40.35, 90 
2505,Pinal ,Teacher Assistants,*,*,*,*,*,*," 1,000 "
2506,Pinal ,"Arts, Design, Entertainment, Sports, and Media Occupations",32.47,13.82,18.26,30.18,45.46,52.17, 390 
2507,Pinal ,Coaches and Scouts,*,*,*,*,*,*, * 
2508,Pinal ,Audio and Video Equipment Technicians,32.14,13.79,16.56,23.37,44.97,71.95, * 
2509,Pinal ,Healthcare Practitioners and Technical Occupations,37.61,14.51,21.08,32.81,46.60,63.70," 2,990 "
2510,Pinal ,Dietitians and Nutritionists,24.50,13.55,19.74,24.02,31.31,36.55, 40 
2511,Pinal ,Pharmacists,60.26,46.89,54.02,62.15,71.21,76.85, 160 
2512,Pinal ,Physical Therapists,34.96,13.11,14.77,36.20,43.90,48.68, 80 
2513,Pinal ,Speech-Language Pathologists,34.85,24.77,27.47,32.56,43.69,48.67, * 
2514,Pinal ,Registered Nurses,36.56,25.90,30.81,35.94,41.97,48.75, 810 
2515,Pinal ,Nurse Practitioners,46.39,23.68,40.34,51.46,58.28,62.33, * 
2516,Pinal ,Diagnostic Medical Sonographers,44.26,34.67,39.51,44.38,49.05,55.41, 60 
2517,Pinal ,Radiologic Technologists and Technicians,29.23,20.54,23.48,29.01,35.08,38.78, 40 
2518,Pinal ,Emergency Medical Technicians and Paramedics,17.80,12.58,14.78,17.68,21.11,23.46, 130 
2519,Pinal ,Pharmacy Technicians,16.12,12.38,13.39,15.06,18.60,22.12, 260 
2520,Pinal ,Licensed Practical and Licensed Vocational Nurses,23.65,19.59,21.22,23.54,25.74,29.45, 150 
2521,Pinal ,Medical Records and Health Information Technicians,19.19,12.89,14.09,17.03,23.64,29.69, 130 
2522,Pinal ,Occupational Health and Safety Specialists,37.00,25.53,30.70,36.04,43.70,51.15, 40 
2523,Pinal ,Healthcare Support Occupations,16.99,11.62,13.15,15.42,18.31,24.88," 1,180 "
2524,Pinal ,Physical Therapist Assistants,26.85,21.65,25.08,27.30,29.49,30.81, 50 
2525,Pinal ,Physical Therapist Aides,14.70,10.97,11.65,13.19,14.87,25.80, * 
2526,Pinal ,Massage Therapists,*,*,*,*,*,*, 80 
2527,Pinal ,Dental Assistants,17.50,13.60,15.41,17.53,19.36,22.20, 40 
2528,Pinal ,Medical Assistants,16.32,12.59,13.80,15.73,18.22,19.76, 330 
2529,Pinal ,"Healthcare Support Workers, All Other",22.93,14.90,19.77,22.97,26.74,30.34, * 
2530,Pinal ,Protective Service Occupations,23.88,15.84,19.16,22.89,26.90,35.08," 6,410 "
2531,Pinal ,First-Line Supervisors of Correctional Officers,27.27,20.37,22.23,26.36,30.39,36.79, * 
2532,Pinal ,First-Line Supervisors of Police and Detectives,38.26,27.44,31.72,36.62,43.91,51.64, 130 
2533,Pinal ,First-Line Supervisors of Fire Fighting and Prevention Workers,32.60,19.09,21.86,29.21,41.22,53.23, 40 
2534,Pinal ,Firefighters,21.59,11.13,13.43,17.50,32.96,37.12, 220 
2535,Pinal ,Correctional Officers and Jailers,22.20,16.81,19.61,22.42,24.73,27.86," 4,000 "
2536,Pinal ,Detectives and Criminal Investigators,40.10,40.05,40.05,41.26,42.48,42.49, 420 
2537,Pinal ,Police and Sheriff's Patrol Officers,25.95,19.90,21.96,25.33,29.74,34.52, 490 
2538,Pinal ,Security Guards,18.36,11.64,13.27,16.26,23.23,29.87, 370 
2539,Pinal ,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",11.15,10.52,10.74,11.11,11.47,11.69, 90 
2540,Pinal ,"Protective Service Workers, All Other",16.65,10.83,11.32,13.46,20.19,27.11, * 
2541,Pinal ,Food Preparation and Serving-Related Occupations,12.58,10.50,10.51,11.16,13.10,16.52," 5,490 "
2542,Pinal ,Chefs and Head Cooks,19.80,14.46,16.49,18.54,21.80,26.89, * 
2543,Pinal ,First-Line Supervisors of Food Preparation and Serving Workers,18.79,11.82,14.20,18.07,22.28,25.15, 450 
2544,Pinal ,"Cooks, Institution and Cafeteria",13.90,10.93,11.56,13.33,15.52,18.19, 130 
2545,Pinal ,"Cooks, Restaurant",13.49,10.59,11.41,12.93,15.08,17.71, 210 
2546,Pinal ,Food Preparation Workers,12.23,10.67,11.00,11.54,12.52,14.74, 270 
2547,Pinal ,Bartenders,11.02,10.50,10.50,10.51,11.15,11.82, 100 
2548,Pinal ,"Combined Food Preparation and Serving Workers, Including Fast Food",11.41,10.50,10.50,10.51,11.21,13.72," 2,250 "
2549,Pinal ,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",12.08,10.51,10.97,11.83,12.94,14.52, 600 
2550,Pinal ,Waiters and Waitresses,13.66,10.50,10.51,12.35,14.14,18.52, 490 
2551,Pinal ,"Food Servers, Nonrestaurant",11.85,10.50,10.50,10.51,11.14,14.15, 50 
2552,Pinal ,Dining Room and Cafeteria Attendants and Bartender Helpers,12.17,10.50,10.50,10.51,11.58,15.52, 160 
2553,Pinal ,Dishwashers,11.19,10.50,10.51,10.95,11.67,12.13, 60 
2554,Pinal ,Building and Grounds Cleaning and Maintenance Occupations,13.85,10.69,11.20,12.12,14.65,18.54," 2,480 "
2555,Pinal ,First-Line Supervisors of Housekeeping and Janitorial Workers,19.38,13.15,14.49,18.19,23.07,28.63, 50 
2556,Pinal ,"First-Line Supervisors of Landscaping, Lawn Service, and Groundsk",15.95,10.68,10.96,11.43,18.58,28.39, * 
2557,Pinal ,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",12.61,10.61,11.03,11.72,13.54,15.58, 780 
2558,Pinal ,Maids and Housekeeping Cleaners,11.99,10.51,10.85,11.50,12.17,14.46, 480 
2559,Pinal ,Pest Control Workers,18.75,11.54,13.28,15.70,21.62,35.50, * 
2560,Pinal ,Landscaping and Groundskeeping Workers,13.03,10.82,11.37,12.44,14.16,15.74, 670 
2561,Pinal ,Personal Care and Service Occupations,13.26,10.51,10.81,11.72,13.89,18.29," 2,860 "
2562,Pinal ,First-Line Supervisors of Personal Service Workers,21.31,12.18,13.60,17.52,24.41,44.13, 100 
2563,Pinal ,Nonfarm Animal Caretakers,13.74,11.76,12.34,13.38,14.53,17.62, 240 
2564,Pinal ,"Ushers, Lobby Attendants, and Ticket Takers",14.45,10.51,11.28,14.94,17.38,18.76, * 
2565,Pinal ,Amusement and Recreation Attendants,11.74,10.50,10.51,10.59,12.27,14.52, 190 
2566,Pinal ,Childcare Workers,11.86,10.51,10.72,11.48,12.47,14.27, 110 
2567,Pinal ,Personal Care Aides,11.67,10.67,10.96,11.44,11.94,13.37, 860 
2568,Pinal ,Fitness Trainers and Aerobics Instructors,13.14,10.69,10.95,11.39,12.51,21.40, * 
2569,Pinal ,Recreation Workers,13.32,10.51,10.84,11.49,14.53,19.76, 180 
2570,Pinal ,Sales and Related Occupations,15.83,10.51,10.97,12.17,16.50,25.30," 6,100 "
2571,Pinal ,First-Line Supervisors of Retail Sales Workers,18.85,12.49,15.42,17.72,20.87,26.79, 610 
2572,Pinal ,Cashiers,12.18,10.50,10.65,11.47,12.77,15.14," 2,610 "
2573,Pinal ,Counter and Rental Clerks,11.14,10.50,10.50,10.51,10.51,13.39, * 
2574,Pinal ,Retail Salespersons,12.74,10.50,10.66,11.74,13.94,16.87," 1,150 "
2575,Pinal ,"Sales Representatives, Services, All Other",27.52,12.21,14.04,21.69,41.95,48.69, 160 
2576,Pinal ,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",22.45,15.61,16.39,17.69,18.98,38.17, * 
2577,Pinal ,"Sales and Related Workers, All Other",18.79,11.48,13.90,17.65,22.10,27.97, * 
2578,Pinal ,Office and Administrative Support Occupations,17.94,11.29,13.33,16.74,20.92,27.00," 8,860 "
2579,Pinal ,First-Line Supervisors of Office and Administrative Support Worke,26.04,15.99,19.13,23.77,31.60,39.07, 560 
2580,Pinal ,Billing and Posting Clerks and Machine Operators,17.83,14.32,15.90,17.54,19.20,22.78, 130 
2581,Pinal ,"Bookkeeping, Accounting, and Auditing Clerks",20.56,12.91,15.66,18.61,23.55,31.77, 370 
2582,Pinal ,Payroll and Timekeeping Clerks,21.37,14.55,17.04,20.01,26.95,30.24, 80 
2583,Pinal ,"Court, Municipal, and License Clerks",19.20,15.80,16.79,18.42,20.85,23.84, 180 
2584,Pinal ,Customer Service Representatives,16.99,11.84,13.42,15.63,18.89,24.93, 680 
2585,Pinal ,"Eligibility Interviewers, Government Programs",20.18,13.00,14.32,20.11,25.15,28.96, 30 
2586,Pinal ,File Clerks,17.00,11.66,13.68,16.37,19.38,23.97, 80 
2587,Pinal ,"Library Assistants, Clerical",12.49,10.51,10.87,11.70,13.99,15.54, 40 
2588,Pinal ,"Human Resources Assistants, Except Payroll and Timekeeping",18.44,14.25,16.08,17.92,20.06,24.26, 50 
2589,Pinal ,Receptionists and Information Clerks,15.47,10.81,12.37,14.68,17.43,19.87, 510 
2590,Pinal ,"Information and Record Clerks, All Other",17.68,11.53,13.20,16.59,21.28,24.66, 110 
2591,Pinal ,"Police, Fire, and Ambulance Dispatchers",18.94,11.34,15.07,18.66,22.99,26.83, 130 
2592,Pinal ,"Dispatchers, Except Police, Fire, and Ambulance",17.43,11.29,12.59,15.47,20.09,24.76, 40 
2593,Pinal ,Postal Service Clerks,26.51,20.11,22.36,28.89,28.90,30.05, 50 
2594,Pinal ,Postal Service Mail Carriers,24.90,17.78,17.79,26.15,30.47,32.61, 180 
2595,Pinal ,"Production, Planning, and Expediting Clerks",25.81,16.00,19.23,25.80,31.51,36.73, 220 
2596,Pinal ,"Shipping, Receiving, and Traffic Clerks",18.53,12.60,15.13,18.19,21.99,24.54, 150 
2597,Pinal ,Stock Clerks and Order Fillers,15.08,10.89,11.63,13.89,17.87,22.25," 1,340 "
2598,Pinal ,Executive Secretaries and Executive Administrative Assistants,25.68,18.68,21.20,24.41,29.99,35.20, 90 
2599,Pinal ,Medical Secretaries,17.56,13.55,15.42,17.36,19.28,22.71, 80 
2600,Pinal ,"Secretaries and Administrative Assistants, Except Legal, Medical,",16.69,11.36,13.53,16.30,18.87,23.30," 1,540 "
2601,Pinal ,Data Entry Keyers,15.03,12.52,13.39,14.85,16.96,18.65, 40 
2602,Pinal ,"Office Clerks, General",16.24,10.83,11.85,15.43,18.67,23.62," 1,190 "
2603,Pinal ,"Office Machine Operators, Except Computer",16.07,13.05,14.39,16.45,18.07,19.03, 40 
2604,Pinal ,"Farming, Fishing, and Forestry Occupations",13.47,10.50,10.76,12.24,14.31,18.61, 580 
2605,Pinal ,Agricultural Equipment Operators,20.03,15.58,17.75,20.85,22.94,24.19, * 
2606,Pinal ,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",12.42,10.50,10.59,11.86,13.62,14.83, 510 
2607,Pinal ,Construction and Extraction Occupations,21.58,11.39,15.88,20.15,25.40,32.25," 2,310 "
2608,Pinal ,First-Line Supervisors of Construction Trades and Extraction Work,35.32,25.17,28.10,34.21,42.75,47.91, 270 
2609,Pinal ,Carpenters,23.24,18.47,20.08,22.32,25.78,29.81, 110 
2610,Pinal ,Cement Masons and Concrete Finishers,19.87,15.73,16.89,18.82,22.74,26.45, * 
2611,Pinal ,Construction Laborers,17.23,12.69,14.07,16.38,18.74,23.28, 440 
2612,Pinal ,Operating Engineers and Other Construction Equipment Operators,20.67,14.52,17.38,20.87,23.67,27.53, 300 
2613,Pinal ,Electricians,22.34,16.17,18.17,21.85,26.40,29.50, 160 
2614,Pinal ,Construction and Building Inspectors,27.81,19.06,22.39,27.35,31.85,38.40, 50 
2615,Pinal ,Highway Maintenance Workers,17.35,12.28,14.81,17.49,20.33,22.82, 30 
2616,Pinal ,Continuous Mining Machine Operators,21.57,19.15,20.03,21.49,22.94,23.82, 170 
2617,Pinal ,"Installation, Maintenance, and Repair Occupations",23.35,12.76,17.55,22.51,28.66,34.32," 3,580 "
2618,Pinal ,"First-Line Supervisors of Mechanics, Installers, and Repairers",29.89,20.00,23.47,29.67,36.02,40.11, 430 
2619,Pinal ,Aircraft Mechanics and Service Technicians,*,*,*,*,*,*, 210 
2620,Pinal ,Automotive Body and Related Repairers,25.64,14.85,19.41,23.45,30.30,38.27, 270 
2621,Pinal ,Automotive Service Technicians and Mechanics,21.63,15.17,17.61,21.37,25.35,29.55, * 
2622,Pinal ,Bus and Truck Mechanics and Diesel Engine Specialists,22.35,15.93,17.93,21.36,25.06,31.16, 120 
2623,Pinal ,"Mobile Heavy Equipment Mechanics, Except Engines",25.03,19.77,21.27,23.73,27.75,30.66, 230 
2624,Pinal ,Tire Repairers and Changers,11.51,10.67,10.92,11.32,11.73,12.70, * 
2625,Pinal ,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",23.86,16.97,20.79,23.86,27.58,30.01, * 
2626,Pinal ,Industrial Machinery Mechanics,29.12,24.59,26.45,29.22,33.04,36.63, 70 
2627,Pinal ,"Maintenance Workers, Machinery",30.28,25.58,27.57,30.65,33.86,36.65, 90 
2628,Pinal ,Electrical Power-Line Installers and Repairers,38.65,28.09,32.74,39.31,43.64,47.67, 60 
2629,Pinal ,"Maintenance and Repair Workers, General",20.92,12.59,16.47,20.41,24.10,30.85," 1,210 "
2630,Pinal ,"Helpers--Installation, Maintenance, and Repair Workers",18.02,12.38,15.20,18.83,21.42,23.12, 50 
2631,Pinal ,"Installation, Maintenance, and Repair Workers, All Other",21.25,12.12,13.88,19.17,28.66,30.88, 50 
2632,Pinal ,Production Occupations,20.64,12.02,14.68,18.87,24.49,31.09," 3,410 "
2633,Pinal ,First-Line Supervisors of Production and Operating Workers,31.53,17.69,24.09,31.19,38.63,46.11, 410 
2634,Pinal ,"Assemblers and fabricators, all other, including team assemblers",14.85,10.92,11.88,13.86,17.12,21.14, 40 
2635,Pinal ,Bakers,13.02,10.73,11.22,12.10,13.96,15.30, 150 
2636,Pinal ,Food Batchmakers,17.88,12.90,15.60,17.82,20.23,23.53, * 
2637,Pinal ,"Welders, Cutters, Solderers, and Brazers",19.78,13.78,16.24,19.76,22.78,25.51, 180 
2638,Pinal ,Water and Wastewater Treatment Plant and System Operators,19.99,12.91,14.17,20.02,25.13,29.17, 130 
2639,Pinal ,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",23.07,16.58,19.42,22.92,26.96,29.63, 170 
2640,Pinal ,"Mixing and Blending Machine Setters, Operators, and Tenders",17.74,10.51,15.29,17.64,20.97,23.48, 290 
2641,Pinal ,"Inspectors, Testers, Sorters, Samplers, and Weighers",21.72,13.33,16.98,21.51,25.69,29.14, 270 
2642,Pinal ,Packaging and Filling Machine Operators and Tenders,21.00,12.29,16.57,20.99,26.21,29.12, 300 
2643,Pinal ,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",14.24,12.46,12.98,13.84,14.70,15.52, * 
2644,Pinal ,Helpers--Production Workers,15.33,11.08,12.47,13.93,15.64,23.21, 30 
2645,Pinal ,"Production Workers, All Other",16.98,10.56,12.14,16.15,18.93,24.35, 100 
2646,Pinal ,Transportation and Material Moving Occupations,17.05,11.00,11.97,15.69,19.91,24.41," 4,100 "
2647,Pinal ,"First-line supervisors of transportation and material moving workers, except aircraft cargo handling supervisors",26.56,16.59,19.90,25.19,33.14,37.85, 150 
2648,Pinal ,"Bus Drivers, School or Special Client",14.28,11.21,12.54,14.07,15.79,18.31, 380 
2649,Pinal ,Driver/Sales Workers,16.96,15.04,15.74,16.94,18.13,19.56, * 
2650,Pinal ,Heavy and Tractor-Trailer Truck Drivers,20.48,11.87,19.48,21.31,23.12,24.39, 280 
2651,Pinal ,Light Truck or Delivery Services Drivers,19.12,10.80,11.25,12.06,25.40,38.32, 340 
2652,Pinal ,Taxi Drivers and Chauffeurs,14.86,11.19,12.23,14.55,17.69,19.40, 110 
2653,Pinal ,Automotive and Watercraft Service Attendants,12.95,10.73,11.19,12.19,13.89,15.76, * 
2654,Pinal ,Transportation Inspectors,25.31,17.16,20.55,23.02,27.25,39.61, * 
2655,Pinal ,Excavating and Loading Machine and Dragline Operators,20.84,16.05,17.18,19.05,25.18,28.59, * 
2656,Pinal ,Cleaners of Vehicles and Equipment,15.75,10.72,11.82,14.47,17.66,26.18, 160 
2657,Pinal ,"Laborers and Freight, Stock, and Material Movers, Hand",14.63,11.15,12.16,13.81,16.01,19.48, 680 
2658,Pinal ,"Packers and Packagers, Hand",12.80,10.65,10.97,11.49,14.13,17.62, 720 
2659,Pinal ,Refuse and Recyclable Material Collectors,20.03,14.08,17.91,21.03,23.06,24.27, * 
2660,Santa Cruz ,Total all occupations,22.14,10.53,11.50,15.69,27.27,41.44," 12,480 "
2661,Santa Cruz ,Management Occupations,45.36,18.07,28.02,43.64,53.24,76.67, 950 
2662,Santa Cruz ,Chief Executives,96.93,70.00,85.09,94.46,*,*, 40 
2663,Santa Cruz ,General and Operations Managers,36.63,11.36,21.67,30.26,46.39,71.51, 360 
2664,Santa Cruz ,Sales Managers,66.96,32.77,40.52,66.04,81.27,*, 70 
2665,Santa Cruz ,Administrative Services Managers,39.76,20.12,22.10,35.29,63.56,74.62, 40 
2666,Santa Cruz ,"Transportation, Storage, and Distribution Managers",33.08,16.31,23.76,28.70,45.03,54.48, 60 
2667,Santa Cruz ,"Education Administrators, Elementary and Secondary School",*,*,*,*,*,*, 40 
